Row	Sample Name	Transaction Id	Anon Student Id	Session Id	Time	Time Zone	Duration (sec)	Student Response Type	Student Response Subtype	Tutor Response Type	Tutor Response Subtype	Level (Unit)	Problem Name	Problem View	Problem Start Time	Step Name	Attempt At Step	Is Last Attempt	Outcome	Selection	Action	Input	Feedback Text	Feedback Classification	Help Level	Total Num Hints	KC (Single-KC)	KC Category (Single-KC)	KC (Unique-step)	KC Category (Unique-step)	KC (Single-KC-temp)	KC Category (Single-KC-temp)	KC (Single-plus-unique)	KC Category (Single-plus-unique)	KC (Single-plus-unique)	KC Category (Single-plus-unique)	KC (Unique-step-temp)	KC Category (Unique-step-temp)	KC (Rule Names)	KC Category (Rule Names)	KC (Field)	KC Category (Field)	KC (Unique-step-Plus-Single2)	KC Category (Unique-step-Plus-Single2)	KC (Unique-step-Plus-Single2)	KC Category (Unique-step-Plus-Single2)	KC (Rule Names2)	KC Category (Rule Names2)	School	Class
52	All Data	f40670ab754a3756f430cf9149734959	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:00:52		1	ATTEMPT		RESULT		SimStudent	3-10_plus_4-10	1	1969-12-31 19:00:44	answer_num	1	1	CORRECT	JCommTable6_C1R1	UpdateTable	7					Single-KC		KC22		KC1		KC1		KC22		KC22		answer_num		answer-num		3-10_plus_4-10-answer_num		Single		answer_num			
53	All Data	9b0236b1bd0fdde4c3f3efc1bab35236	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:00:53		1	ATTEMPT		RESULT		SimStudent	3-10_plus_4-10	1	1969-12-31 19:00:44	done	1	1	CORRECT	done	ButtonPressed	-1					Single-KC		KC50		KC1		KC1		KC50		KC50		done		done		3-10_plus_4-10-done		Single		done			
54	All Data	bb74b563d5cc98f78cb50bb8e649d525	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:00:54		1	ATTEMPT		RESULT		SimStudent	2-5_plus_5-9	1	1969-12-31 19:00:53	lcm_denom2	1	0	INCORRECT	JCommTable5_C1R2	UpdateTable	9					Single-KC		KC16		KC1		KC1		KC16		KC16		lcm_denom2		denom2		2-5_plus_5-9-lcm_denom2		Single		lcm_denom2			
55	All Data	cc141b215c9906adcf27044045419655	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:00:55		1	ATTEMPT		RESULT		SimStudent	2-5_plus_5-9	1	1969-12-31 19:00:53	lcm_denom2	2	1	CORRECT	JCommTable5_C1R2	UpdateTable	45					Single-KC		KC16		KC1		KC1		KC16		KC16		lcm_denom2		denom2		2-5_plus_5-9-lcm_denom2		Single		lcm_denom2			
56	All Data	9de65b33d6608d0608834431d870ffc5	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:00:56		1	ATTEMPT		RESULT		SimStudent	2-5_plus_5-9	1	1969-12-31 19:00:53	lcm_denom1	1	1	CORRECT	JCommTable4_C1R2	UpdateTable	45					Single-KC		KC84		KC1		KC1		KC84		KC84		lcm_denom1		denom1		2-5_plus_5-9-lcm_denom1		Single		lcm_denom1			
57	All Data	8c0e9dd5a3277e2c4e5705b61a26ffb9	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:00:57		1	ATTEMPT		RESULT		SimStudent	2-5_plus_5-9	1	1969-12-31 19:00:53	convert_num1	1	1	CORRECT	JCommTable4_C1R1	UpdateTable	18					Single-KC		KC41		KC1		KC1		KC41		KC41		convert_num1		converted-num1		2-5_plus_5-9-convert_num1		Single		convert_num1			
58	All Data	04a642813c1023e99b8e5bf631082cfc	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:00:58		1	ATTEMPT		RESULT		SimStudent	2-5_plus_5-9	1	1969-12-31 19:00:53	convert_num2	1	1	CORRECT	JCommTable5_C1R1	UpdateTable	25					Single-KC		KC134		KC1		KC1		KC134		KC134		convert_num2		convert-num2		2-5_plus_5-9-convert_num2		Single		convert_num2			
59	All Data	30a6d3e23c8f150c80d8f1a058b319e0	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:00:59		1	ATTEMPT		RESULT		SimStudent	2-5_plus_5-9	1	1969-12-31 19:00:53	answer_num	1	1	CORRECT	JCommTable6_C1R1	UpdateTable	43					Single-KC		KC179		KC1		KC1		KC179		KC179		answer_num		answer-num		2-5_plus_5-9-answer_num		Single		answer_num			
60	All Data	367235eea05e4ec069dc50e7abfdaae8	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:01:00		1	ATTEMPT		RESULT		SimStudent	2-5_plus_5-9	1	1969-12-31 19:00:53	answer_denom	1	1	CORRECT	JCommTable6_C1R2	UpdateTable	45					Single-KC		KC93		KC1		KC1		KC93		KC93		answer_denom		answer-denom		2-5_plus_5-9-answer_denom		Single		answer_denom			
61	All Data	cfd8799e3b9477acf61f382e37012959	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:01:01		1	ATTEMPT		RESULT		SimStudent	2-5_plus_5-9	1	1969-12-31 19:00:53	done	1	1	CORRECT	done	ButtonPressed	-1					Single-KC		KC129		KC1		KC1		KC129		KC129		done		done		2-5_plus_5-9-done		Single		done			
62	All Data	9ec2495bac108c0f4c6897005c1fca46	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:01:02		1	ATTEMPT		RESULT		SimStudent	3-16_plus_1-4	1	1969-12-31 19:01:01	lcm_denom2	1	0	INCORRECT	JCommTable5_C1R2	UpdateTable	64					Single-KC		KC5		KC1		KC1		KC5		KC5		lcm_denom2		denom2		3-16_plus_1-4-lcm_denom2		Single		lcm_denom2			
63	All Data	b356c15ddeb25f43bd48dd8768c44111	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:01:03		1	ATTEMPT		RESULT		SimStudent	3-16_plus_1-4	1	1969-12-31 19:01:01	lcm_denom2	2	1	INCORRECT	JCommTable5_C1R2	UpdateTable	4					Single-KC		KC5		KC1		KC1		KC5		KC5		lcm_denom2		denom2		3-16_plus_1-4-lcm_denom2		Single		lcm_denom2			
64	All Data	2f3552e6880e7ccd2e46f4cb31723fbc	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:01:04		1	HINT_REQUEST		HINT_MSG		SimStudent	3-16_plus_1-4	1	1969-12-31 19:01:01	but_denom2	1	0	HINT	hint_button	ButtonPressed	hint request	Enter: JCommTable5_C1R2, UpdateTable, 64				Single-KC		KC59		KC1		KC1		KC59		KC59		but_denom2		denom2		3-16_plus_1-4-but_denom2		Single		but_denom2			
65	All Data	74f6bc34bdae1bda825340783452ff67	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:01:05		1	ATTEMPT		RESULT		SimStudent	3-16_plus_1-4	1	1969-12-31 19:01:01	but_denom2	2	1	CORRECT	JCommTable5_C1R2	UpdateTable	64					Single-KC		KC59		KC1		KC1		KC59		KC59		but_denom2		denom2		3-16_plus_1-4-but_denom2		Single		but_denom2			
66	All Data	cce32189ef1593a4553558c2798d3cb8	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:01:06		1	ATTEMPT		RESULT		SimStudent	3-16_plus_1-4	1	1969-12-31 19:01:01	convert_num2	1	1	CORRECT	JCommTable5_C1R1	UpdateTable	16					Single-KC		KC115		KC1		KC1		KC115		KC115		convert_num2		convert-num2		3-16_plus_1-4-convert_num2		Single		convert_num2			
67	All Data	91c81f7f1298514f8cda60127101af47	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:01:07		1	ATTEMPT		RESULT		SimStudent	3-16_plus_1-4	1	1969-12-31 19:01:01	lcm_denom1	1	1	INCORRECT	JCommTable4_C1R2	UpdateTable	64					Single-KC		KC44		KC1		KC1		KC44		KC44		lcm_denom1		denom1		3-16_plus_1-4-lcm_denom1		Single		lcm_denom1			
68	All Data	42eec622067ac8d24e111c2b16b97896	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:01:08		1	HINT_REQUEST		HINT_MSG		SimStudent	3-16_plus_1-4	1	1969-12-31 19:01:01	but_denom1	1	0	HINT	hint_button	ButtonPressed	hint request	Enter: JCommTable4_C1R2, UpdateTable, 64				Single-KC		KC120		KC1		KC1		KC120		KC120		but_denom1		denom1		3-16_plus_1-4-but_denom1		Single		but_denom1			
69	All Data	a3ba893c56dc7df603c10f47eccf2733	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:01:09		1	ATTEMPT		RESULT		SimStudent	3-16_plus_1-4	1	1969-12-31 19:01:01	but_denom1	2	1	CORRECT	JCommTable4_C1R2	UpdateTable	64					Single-KC		KC120		KC1		KC1		KC120		KC120		but_denom1		denom1		3-16_plus_1-4-but_denom1		Single		but_denom1			
70	All Data	c60891b3e5317c7cccdf95e52e59dfd6	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:01:10		1	ATTEMPT		RESULT		SimStudent	3-16_plus_1-4	1	1969-12-31 19:01:01	convert_num1	1	1	CORRECT	JCommTable4_C1R1	UpdateTable	12					Single-KC		KC87		KC1		KC1		KC87		KC87		convert_num1		converted-num1		3-16_plus_1-4-convert_num1		Single		convert_num1			
71	All Data	071cd75601b47401a0cbf92b0b553b29	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:01:11		1	ATTEMPT		RESULT		SimStudent	3-16_plus_1-4	1	1969-12-31 19:01:01	answer_num	1	1	CORRECT	JCommTable6_C1R1	UpdateTable	28					Single-KC		KC35		KC1		KC1		KC35		KC35		answer_num		answer-num		3-16_plus_1-4-answer_num		Single		answer_num			
72	All Data	f91545c7509dc2396b3760c5eaa82d7c	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:01:12		1	ATTEMPT		RESULT		SimStudent	3-16_plus_1-4	1	1969-12-31 19:01:01	answer_denom	1	1	CORRECT	JCommTable6_C1R2	UpdateTable	64					Single-KC		KC64		KC1		KC1		KC64		KC64		answer_denom		answer-denom		3-16_plus_1-4-answer_denom		Single		answer_denom			
73	All Data	c2bee113a34eb564f9f186f75e38b3dc	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:01:13		1	ATTEMPT		RESULT		SimStudent	3-16_plus_1-4	1	1969-12-31 19:01:01	done	1	1	CORRECT	done	ButtonPressed	-1					Single-KC		KC67		KC1		KC1		KC67		KC67		done		done		3-16_plus_1-4-done		Single		done			
74	All Data	232ef7126e7ef7f87fdb40b9c4dc4a62	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:01:14		1	ATTEMPT		RESULT		SimStudent	2-4_plus_1-8	1	1969-12-31 19:01:13	lcm_denom2	1	0	INCORRECT	JCommTable5_C1R2	UpdateTable	32					Single-KC		KC20		KC1		KC1		KC20		KC20		lcm_denom2		denom2		2-4_plus_1-8-lcm_denom2		Single		lcm_denom2			
75	All Data	dd9e259c2b3b4a0f7f27ccb84358c50f	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:01:15		1	ATTEMPT		RESULT		SimStudent	2-4_plus_1-8	1	1969-12-31 19:01:13	lcm_denom2	2	1	CORRECT	JCommTable5_C1R2	UpdateTable	8					Single-KC		KC20		KC1		KC1		KC20		KC20		lcm_denom2		denom2		2-4_plus_1-8-lcm_denom2		Single		lcm_denom2			
76	All Data	024a0b04e2a2206da77f486f51da797f	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:01:16		1	ATTEMPT		RESULT		SimStudent	2-4_plus_1-8	1	1969-12-31 19:01:13	but_denom1	1	1	INCORRECT	JCommTable4_C1R2	UpdateTable	32					Single-KC		KC39		KC1		KC1		KC39		KC39		but_denom1		denom1		2-4_plus_1-8-but_denom1		Single		but_denom1			
77	All Data	e18bf8366b9b3701f5ba05e0364e970f	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:01:17		1	ATTEMPT		RESULT		SimStudent	2-4_plus_1-8	1	1969-12-31 19:01:13	convert_num2	1	1	CORRECT	JCommTable5_C1R1	UpdateTable	1					Single-KC		KC147		KC1		KC1		KC147		KC147		convert_num2		convert-num2		2-4_plus_1-8-convert_num2		Single		convert_num2			
78	All Data	3e468d5b2323563a5f038a6706cb02ed	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:01:18		1	ATTEMPT		RESULT		SimStudent	2-4_plus_1-8	1	1969-12-31 19:01:13	lcm_denom1	1	1	CORRECT	JCommTable4_C1R2	UpdateTable	8					Single-KC		KC4		KC1		KC1		KC4		KC4		lcm_denom1		denom1		2-4_plus_1-8-lcm_denom1		Single		lcm_denom1			
79	All Data	533f062f75c1f9441a01dfdaf7d9d64f	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:01:19		1	ATTEMPT		RESULT		SimStudent	2-4_plus_1-8	1	1969-12-31 19:01:13	convert_num1	1	1	CORRECT	JCommTable4_C1R1	UpdateTable	4					Single-KC		KC75		KC1		KC1		KC75		KC75		convert_num1		converted-num1		2-4_plus_1-8-convert_num1		Single		convert_num1			
80	All Data	0fc229490737ac3d66978a3d38116979	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:01:20		1	ATTEMPT		RESULT		SimStudent	2-4_plus_1-8	1	1969-12-31 19:01:13	answer_num	1	1	CORRECT	JCommTable6_C1R1	UpdateTable	5					Single-KC		KC7		KC1		KC1		KC7		KC7		answer_num		answer-num		2-4_plus_1-8-answer_num		Single		answer_num			
81	All Data	7fb4ae7f0bf8c7f13a458d784d37399b	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:01:21		1	ATTEMPT		RESULT		SimStudent	2-4_plus_1-8	1	1969-12-31 19:01:13	answer_denom	1	1	CORRECT	JCommTable6_C1R2	UpdateTable	8					Single-KC		KC149		KC1		KC1		KC149		KC149		answer_denom		answer-denom		2-4_plus_1-8-answer_denom		Single		answer_denom			
82	All Data	7cd62f45edb35ddbc2abff64ea5aec58	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:01:22		1	ATTEMPT		RESULT		SimStudent	2-4_plus_1-8	1	1969-12-31 19:01:13	done	1	1	CORRECT	done	ButtonPressed	-1					Single-KC		KC52		KC1		KC1		KC52		KC52		done		done		2-4_plus_1-8-done		Single		done			
83	All Data	ae292f1c06b2075cdfbc8090e4b16ab6	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:01:23		1	ATTEMPT		RESULT		SimStudent	1-3_plus_4-9	1	1969-12-31 19:01:22	but_denom2	1	1	CORRECT	JCommTable5_C1R2	UpdateTable	27					Single-KC		KC1		KC1		KC1				KC1		but_denom2		denom2		1-3_plus_4-9-but_denom2		Single		but_denom2			
84	All Data	29e8c6bee64c799d678507cb9394551e	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:01:24		1	ATTEMPT		RESULT		SimStudent	1-3_plus_4-9	1	1969-12-31 19:01:22	but_denom1	1	1	CORRECT	JCommTable4_C1R2	UpdateTable	27					Single-KC		KC17		KC1		KC1		KC17		KC17		but_denom1		denom1		1-3_plus_4-9-but_denom1		Single		but_denom1			
85	All Data	d7de233c95977c60f39abbf3dd67bcca	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:01:25		1	ATTEMPT		RESULT		SimStudent	1-3_plus_4-9	1	1969-12-31 19:01:22	convert_num1	1	1	CORRECT	JCommTable4_C1R1	UpdateTable	9					Single-KC		KC26		KC1		KC1		KC26		KC26		convert_num1		converted-num1		1-3_plus_4-9-convert_num1		Single		convert_num1			
86	All Data	171fc11df1127efa5ad11327ec62f7a3	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:01:26		1	ATTEMPT		RESULT		SimStudent	1-3_plus_4-9	1	1969-12-31 19:01:22	convert_num2	1	1	CORRECT	JCommTable5_C1R1	UpdateTable	12					Single-KC		KC111		KC1		KC1		KC111		KC111		convert_num2		convert-num2		1-3_plus_4-9-convert_num2		Single		convert_num2			
87	All Data	7ec2556fbf9447fae93fa0b75037d32b	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:01:27		1	ATTEMPT		RESULT		SimStudent	1-3_plus_4-9	1	1969-12-31 19:01:22	answer_num	1	1	CORRECT	JCommTable6_C1R1	UpdateTable	21					Single-KC		KC10		KC1		KC1		KC10		KC10		answer_num		answer-num		1-3_plus_4-9-answer_num		Single		answer_num			
88	All Data	5d54b34bf39a6401b3c5513752f72f5b	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:01:28		1	ATTEMPT		RESULT		SimStudent	1-3_plus_4-9	1	1969-12-31 19:01:22	answer_denom	1	1	CORRECT	JCommTable6_C1R2	UpdateTable	27					Single-KC		KC34		KC1		KC1		KC34		KC34		answer_denom		answer-denom		1-3_plus_4-9-answer_denom		Single		answer_denom			
89	All Data	c41d0858f4b44b99499a96844f182611	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:01:29		1	ATTEMPT		RESULT		SimStudent	1-3_plus_4-9	1	1969-12-31 19:01:22	done	1	1	CORRECT	done	ButtonPressed	-1					Single-KC		KC136		KC1		KC1		KC136		KC136		done		done		1-3_plus_4-9-done		Single		done			
90	All Data	8117c236df9963451f783a645433e6f9	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:01:30		1	ATTEMPT		RESULT		SimStudent	2-7_plus_3-7	1	1969-12-31 19:01:29	lcm_denom2	1	1	CORRECT	JCommTable5_C1R2	UpdateTable	7					Single-KC		KC58		KC1		KC1		KC58		KC58		lcm_denom2		denom2		2-7_plus_3-7-lcm_denom2		Single		lcm_denom2			
91	All Data	6441c1349b6e5000fd8c0644d4b56464	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:01:31		1	ATTEMPT		RESULT		SimStudent	2-7_plus_3-7	1	1969-12-31 19:01:29	convert_num2	1	1	CORRECT	JCommTable5_C1R1	UpdateTable	3					Single-KC		KC157		KC1		KC1		KC157		KC157		convert_num2		convert-num2		2-7_plus_3-7-convert_num2		Single		convert_num2			
92	All Data	9dbe77ecbfc3893bb42afff17b0d271b	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:01:32		1	ATTEMPT		RESULT		SimStudent	2-7_plus_3-7	1	1969-12-31 19:01:29	lcm_denom1	1	1	CORRECT	JCommTable4_C1R2	UpdateTable	7					Single-KC		KC128		KC1		KC1		KC128		KC128		lcm_denom1		denom1		2-7_plus_3-7-lcm_denom1		Single		lcm_denom1			
93	All Data	b23df3811b66cfa85e03b5e4ec7154d6	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:01:33		1	ATTEMPT		RESULT		SimStudent	2-7_plus_3-7	1	1969-12-31 19:01:29	convert_num1	1	1	CORRECT	JCommTable4_C1R1	UpdateTable	2					Single-KC		KC116		KC1		KC1		KC116		KC116		convert_num1		converted-num1		2-7_plus_3-7-convert_num1		Single		convert_num1			
94	All Data	ea9a5d9cb36c61ee046bdf0497b353f5	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:01:34		1	ATTEMPT		RESULT		SimStudent	2-7_plus_3-7	1	1969-12-31 19:01:29	answer_num	1	1	CORRECT	JCommTable6_C1R1	UpdateTable	5					Single-KC		KC74		KC1		KC1		KC74		KC74		answer_num		answer-num		2-7_plus_3-7-answer_num		Single		answer_num			
95	All Data	a64fc2d089cd5a8b67677594dfe7f4fa	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:01:35		1	ATTEMPT		RESULT		SimStudent	2-7_plus_3-7	1	1969-12-31 19:01:29	answer_denom	1	1	CORRECT	JCommTable6_C1R2	UpdateTable	7					Single-KC		KC13		KC1		KC1		KC13		KC13		answer_denom		answer-denom		2-7_plus_3-7-answer_denom		Single		answer_denom			
96	All Data	dfecedaac015068c27496191bb8f65c9	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:01:36		1	ATTEMPT		RESULT		SimStudent	2-7_plus_3-7	1	1969-12-31 19:01:29	done	1	1	CORRECT	done	ButtonPressed	-1					Single-KC		KC155		KC1		KC1		KC155		KC155		done		done		2-7_plus_3-7-done		Single		done			
97	All Data	3cfaace1d08306e3beba52b87612e835	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:01:37		1	ATTEMPT		RESULT		SimStudent	3-4_plus_2-9	1	1969-12-31 19:01:36	lcm_denom2	1	1	INCORRECT	JCommTable5_C1R2	UpdateTable	9					Single-KC		KC68		KC1		KC1		KC68		KC68		lcm_denom2		denom2		3-4_plus_2-9-lcm_denom2		Single		lcm_denom2			
98	All Data	bd351306a2d7d5ad4aa20b632d09e2e3	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:01:38		1	ATTEMPT		RESULT		SimStudent	3-4_plus_2-9	1	1969-12-31 19:01:36	but_denom2	1	1	CORRECT	JCommTable5_C1R2	UpdateTable	36					Single-KC		KC98		KC1		KC1		KC98		KC98		but_denom2		denom2		3-4_plus_2-9-but_denom2		Single		but_denom2			
99	All Data	09e465a6ce0f8af841d7da3c9d9d0082	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:01:39		1	ATTEMPT		RESULT		SimStudent	3-4_plus_2-9	1	1969-12-31 19:01:36	but_denom1	1	1	CORRECT	JCommTable4_C1R2	UpdateTable	36					Single-KC		KC23		KC1		KC1		KC23		KC23		but_denom1		denom1		3-4_plus_2-9-but_denom1		Single		but_denom1			
100	All Data	651ba1d461fbe50b544caa55fa2b9be0	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:01:40		1	ATTEMPT		RESULT		SimStudent	3-4_plus_2-9	1	1969-12-31 19:01:36	convert_num2	1	1	CORRECT	JCommTable5_C1R1	UpdateTable	8					Single-KC		KC140		KC1		KC1		KC140		KC140		convert_num2		convert-num2		3-4_plus_2-9-convert_num2		Single		convert_num2			
101	All Data	a06ed8797c53878b0e7875042ec2aee6	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:01:41		1	ATTEMPT		RESULT		SimStudent	3-4_plus_2-9	1	1969-12-31 19:01:36	convert_num1	1	1	CORRECT	JCommTable4_C1R1	UpdateTable	27					Single-KC		KC180		KC1		KC1		KC180		KC180		convert_num1		converted-num1		3-4_plus_2-9-convert_num1		Single		convert_num1			
102	All Data	d84c904f5be97ce2ffee37e55632c6ec	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:01:42		1	ATTEMPT		RESULT		SimStudent	3-4_plus_2-9	1	1969-12-31 19:01:36	answer_denom	1	1	CORRECT	JCommTable6_C1R2	UpdateTable	36					Single-KC		KC146		KC1		KC1		KC146		KC146		answer_denom		answer-denom		3-4_plus_2-9-answer_denom		Single		answer_denom			
103	All Data	73b459eca6c19b5de109f8cd21c43de1	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:01:43		1	ATTEMPT		RESULT		SimStudent	3-4_plus_2-9	1	1969-12-31 19:01:36	answer_num	1	1	CORRECT	JCommTable6_C1R1	UpdateTable	35					Single-KC		KC162		KC1		KC1		KC162		KC162		answer_num		answer-num		3-4_plus_2-9-answer_num		Single		answer_num			
104	All Data	3323fb3f777fe695eda7e254df698cd5	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:01:44		1	ATTEMPT		RESULT		SimStudent	3-4_plus_2-9	1	1969-12-31 19:01:36	done	1	1	CORRECT	done	ButtonPressed	-1					Single-KC		KC14		KC1		KC1		KC14		KC14		done		done		3-4_plus_2-9-done		Single		done			
105	All Data	0f12212f6f0e7462b340f0ebbd8a7fa7	023542c7-3500-41d6-a3f0-1a2cf3c0717f	19d5e3af-36e5-413d-b9fd-ef3f0ea361ec	1969-12-31 19:01:45		1	ATTEMPT		RESULT		SimStudent	1-6_plus_2-6	1	1969-12-31 19:01:44	lcm_denom2	1	1	CORRECT	JCommTable5_C1R2	UpdateTable	6					Single-KC		KC69		KC1		KC1		KC69		KC69		lcm_denom2		denom2		1-6_plus_2-6-lcm_denom2		Single		lcm_denom2			
